pincode,officeName,district,state,storedLat,storedLon,kmFromRegion,regionPrefix,severity
345022,"Ramgarh SO Jaisalmer","JAISALMER","RAJASTHAN",27.369167,70.498698,103,34502*,HIGH
583118,"D T Ship S.O","BALLARI","KARNATAKA",15.1484167,76.9351667,102,58311*,HIGH
585328,"Bhalki S.O","BIDAR","KARNATAKA",18.04616667,77.21344444,102,58532*,HIGH
461441,"Khirkiyan R.S. S.O","HARDA","MADHYA PRADESH",22.1657778,76.8595556,101,461*,HIGH
793122,"Ucc S.O","RI BHOI","MEGHALAYA",26.036524,92.083764,101,79312*,HIGH
793123,"Umsaw S.O","RI BHOI","MEGHALAYA",26.036524,92.083764,101,79312*,HIGH
711115,"Jagadishpurhat SO","HOWRAH","WEST BENGAL",22.650242,88.281835,101,71111*,HIGH
122107,"Nuh SO","NUH","HARYANA",28.1020556,76.0044722,100,12210*,HIGH
360460,"Dhank SO","RAJKOT","GUJARAT",21.7803,70.099899,100,3604*,MEDIUM
247658,"Sultanpur SO","HARIDWAR","UTTARAKHAND",30.79,78.018,100,2476*,HIGH
560051,"H K P Road S.O","BENGALURU URBAN","KARNATAKA",12.1553889,78.0118056,99,56005*,MEDIUM
201320,"NDC Sec-1 Greater Noida","NA","NA",28.57419,77.442,99,2013*,MEDIUM
312627,"Sadas S.O","CHITTORGARH","RAJASTHAN",25.11659,74.5915,99,31262*,MEDIUM
486669,"Madwas S.O","SIDHI","MADHYA PRADESH",23.3021,81.3568,99,48666*,MEDIUM
518102,"S.S.Dam East S.O","Nandyal","ANDHRA PRADESH",16.08077778,78.90597222,99,5181*,MEDIUM
204217,"Mendu SO","ALIGARH","UTTAR PRADESH",27.61646346,78.11061336,98,20421*,MEDIUM
515601,"Kodikonda S.O","Sri Sathya Sai","ANDHRA PRADESH",13.83844444,77.75272222,98,5156*,MEDIUM
751018,"Badagarh Brit Colony S.O","KHORDHA","ODISHA",21.2491944,85.8537778,98,75101*,MEDIUM
577181,"Horanadu S.O","CHIKKAMAGALURU","KARNATAKA",13.2747778,75.3430278,98,57718*,MEDIUM
470229,"Garhakota S.O","SAGAR","MADHYA PRADESH",23.779512,79.143596,98,47022*,MEDIUM
764006,"Bariniput S.O","KORAPUT","ODISHA",19.6697,83.09,98,76400*,MEDIUM
440025,"Khamla S.O","NAGPUR","MAHARASHTRA",21.11063889,79.06097222,97,44002*,MEDIUM
585292,"Malkhed Road S.O","KALABURAGI","KARNATAKA",17.3413333,76.8344722,97,58529*,MEDIUM
521126,"Challapalli S.O","KRISHNA","ANDHRA PRADESH",16.11583333,80.93155556,97,5211*,MEDIUM
585331,"Rajeshwar S.O","BIDAR","KARNATAKA",17.9116389,77.5193611,97,5853*,MEDIUM
201020,"Khora SO","GHAZIABAD","UTTAR PRADESH",28.6196438776206,77.3462093556991,97,2010*,MEDIUM
518101,"Srisailam S.O","Nandyal","ANDHRA PRADESH",16.07008333,78.87219444,96,5181*,MEDIUM
521149,"Guduru S.O","KRISHNA","ANDHRA PRADESH",16.2170425916521,81.0830354724442,96,5211*,MEDIUM
784166,"Behali S.O","Biswanath","ASSAM",26.620828,92.799014,96,78416*,MEDIUM
480999,"Kahani S.O","SEONI","MADHYA PRADESH",22.6032,79.8195,96,480*,MEDIUM
560071,"Domlur S.O","BENGALURU URBAN","KARNATAKA",12.1669167,77.1099722,96,56007*,MEDIUM
440020,"Neeri S.O","NAGPUR","MAHARASHTRA",21.12258333,79.07325,96,44002*,MEDIUM
670325,"Mattul North SO","KANNUR","KERALA",11.874535,75.37019,96,6703*,MEDIUM
670358,"Payangadi R S SO","KANNUR","KERALA",11.874535,75.37019,96,6703*,MEDIUM
201021,"Abhay Khand 03 SO","GHAZIABAD","UTTAR PRADESH",28.63408,77.345364,96,2010*,MEDIUM
440021,"A.D. Project S.O","NAGPUR","MAHARASHTRA",21.129257,79.048969,95,44002*,MEDIUM
124515,"MET Dadri Toe S.O","ROHTAK","HARYANA",28.55027,77.5542589,95,12451*,MEDIUM
600046,"Tambaram IAF SO","CHENGALPATTU","TAMIL NADU",12.0187778,80.2012778,95,60004*,MEDIUM
452013,"Indore Cat S.O","INDORE","MADHYA PRADESH",22.6693611,75.8135,94,45201*,MEDIUM
679516,"Vengasseri SO","PALAKKAD","KERALA",10.8338737,76.4439152,94,67951*,MEDIUM
480667,"Barghat S.O","SEONI","MADHYA PRADESH",22.03375,79.7445,94,480*,MEDIUM
125101,"Chautala SO","SIRSA","HARYANA",29.7802222,74.5243056,93,12510*,MEDIUM
125110,"Chopta Nathu Sari SO","SIRSA","HARYANA",29.3710278,75.1261389,93,12511*,MEDIUM
799103,"Bishramganj S.O","Sepahijala","TRIPURA",24.1314,91.1651,93,7991*,MEDIUM
125075,"Siri Jiwan Nagar SO","SIRSA","HARYANA",29.5275278,74.7394722,92,1250*,MEDIUM
480888,"Dhuma S.O","SEONI","MADHYA PRADESH",22.7513,79.72032,92,480*,MEDIUM
440029,"Bhilgaon SO","NAGPUR","MAHARASHTRA",21.207769,79.184052,92,44002*,MEDIUM
679515,"Kadambur SO Palakkad","PALAKKAD","KERALA",10.8503683,76.41072,92,67951*,MEDIUM
323305,"Rawatbhatta  Bazar S.O","CHITTORGARH","RAJASTHAN",24.8827778,74.6225,92,32330*,MEDIUM
678013,"Kunnathurmedu SO","PALAKKAD","KERALA",10.799571,76.642318,91,6780*,MEDIUM
678011,"Ambikapuram SO Palakkad","PALAKKAD","KERALA",10.799571,76.642318,91,6780*,MEDIUM
678010,"Sekharipuram SO","PALAKKAD","KERALA",10.799571,76.642318,91,6780*,MEDIUM
678014,"Palakkad City SO","PALAKKAD","KERALA",10.799571,76.642318,91,6780*,MEDIUM
440026,"Uppalwadi S.O","NAGPUR","MAHARASHTRA",21.19238889,79.10386111,90,44002*,MEDIUM
534215,"Venkatrayapuram S.O","WEST GODAVARI","ANDHRA PRADESH",16.66969444,80.77872222,90,53421*,MEDIUM
509375,"Achampet S.O","NAGARKURNOOL","TELANGANA",16.39975,78.63975,90,50937*,MEDIUM
342307,"Bap SO","JODHPUR","RAJASTHAN",27.371253,72.353361,90,34230*,MEDIUM
171215,"Mandhole SO","SHIMLA","HIMACHAL PRADESH",31.1088795,77.6664896,90,17121*,MEDIUM
452014,"Khatiwala Tank S.O","INDORE","MADHYA PRADESH",22.6989722,75.8575,89,45201*,MEDIUM
765011,"Chandrapur S.O","RAYAGADA","ODISHA",19.615705,83.8845,89,76501*,MEDIUM
125077,"Odhan SO","SIRSA","HARYANA",29.7654167,74.8992778,89,1250*,MEDIUM
457990,"Jobat S.O","ALIRAJPUR","MADHYA PRADESH",22.4198333,74.4198333,89,457*,MEDIUM
516105,"Anantharajupet S.O","Annamayya","ANDHRA PRADESH",13.9978889,79.3105,88,5161*,MEDIUM
509412,"Peddakothapally S.O","NAGARKURNOOL","TELANGANA",16.29825,78.3600278,88,50941*,MEDIUM
600094,"Choolaimedu S.O","CHENNAI","TAMIL NADU",13.1104444,80.3691389,88,60009*,MEDIUM
585418,"Dubalgundi S.O","BIDAR","KARNATAKA",17.9116389,77.5193611,87,58541*,MEDIUM
585416,"Hulsoor S.O","BIDAR","KARNATAKA",17.9116389,77.5193611,87,58541*,MEDIUM
682551,"Androth S.O","LAKSHADWEEP DISTRICT","LAKSHADWEEP",10.815331,73.681487,87,68255*,MEDIUM
335708,"RAWLA S.O","GANGANAGAR","RAJASTHAN",28.8383925,72.8868358,87,33570*,MEDIUM
585411,"Bhatambra S.O","BIDAR","KARNATAKA",17.9116389,77.5193611,87,58541*,MEDIUM
480990,"Kanhiwada S.O","SEONI","MADHYA PRADESH",22.2127,79.7385,87,480*,MEDIUM
342026,"Jodhpur BSF Trg Centre SO","JODHPUR","RAJASTHAN",26.3318889,73.0424722,87,34202*,MEDIUM
500109,"IBC Hyderabad","HYDERABAD","TELANGANA",17.399297,79.44843,86,50010*,MEDIUM
683571,"Chowara SO","ERNAKULAM","KERALA",10.127015,76.387578,86,68357*,MEDIUM
461990,"Bankhedi S.O","HOSHANGABAD","MADHYA PRADESH",22.7677778,78.534,86,461*,MEDIUM
855106,"Galgalia SO","KISHANGANJ","BIHAR",25.67816,86.941143,85,85510*,MEDIUM
522212,"Chebrole S.O (Guntur)","GUNTUR","ANDHRA PRADESH",15.927,79.741,85,5222*,MEDIUM
518222,"Dhone S.O","Nandyal","ANDHRA PRADESH",14.67005556,77.60177778,85,5182*,MEDIUM
812007,"T N B College SO","BHAGALPUR","BIHAR",25.2409722,86.9528889,85,81200*,MEDIUM
452018,"Indore Tillaknagar S.O","INDORE","MADHYA PRADESH",22.7175278,75.8963333,85,45201*,MEDIUM
533353,"DEWANCHERUVU S.O","EAST GODAVARI","ANDHRA PRADESH",17.03738,81.93148,84,53335*,MEDIUM
854109,"Katihar Court SO","KATIHAR","BIHAR",25.5372,85.561,84,85410*,MEDIUM
799144,"Santirbazar S.O","South Tripura","TRIPURA",23.31075,91.56244444,84,7991*,MEDIUM
764046,"Khairaput S.O","MALKANGIRI","ODISHA",18.863062,82.566686,84,76404*,MEDIUM
231209,"Gurma Markundi SO","SONBHADRA","UTTAR PRADESH",24.3612,83.1236,84,23120*,MEDIUM
711317,"Radhadasi SO","HOWRAH","WEST BENGAL",22.5816944,88.3371944,83,71131*,MEDIUM
125102,"Ellenabad SO","SIRSA","HARYANA",29.4490833,74.6628611,83,12510*,MEDIUM
461335,"SIRALI SO","HARDA","MADHYA PRADESH",22.1542,77.0622,83,461*,MEDIUM
415212,"Marul Haveli S.O","SATARA","MAHARASHTRA",17.5903611,74.4530556,83,41521*,MEDIUM
273312,"CHOWK BAZAR SO","MAHARAJGANJ","UTTAR PRADESH",27.248509,83.572481,83,27331*,MEDIUM
784125,"Mangaldoi H.O","DARRANG","ASSAM",26.4348442,92.0296825,83,7841*,MEDIUM
509376,"Uppununthala S.O","NAGARKURNOOL","TELANGANA",16.4566389,78.5951944,83,50937*,MEDIUM
125076,"Rania SO","SIRSA","HARYANA",29.5235833,74.8406389,83,1250*,MEDIUM
516108,"Obulavaripalli S.O","Y.S.R.","ANDHRA PRADESH",14.0378333,79.2631111,82,5161*,MEDIUM
585448,"Dabka CH SO","BIDAR","KARNATAKA",18.3724,77.2922,82,5854*,MEDIUM
516215,"Sambepalli S.O","Y.S.R.","ANDHRA PRADESH",13.92194,78.79595,81,51621*,MEDIUM
303107,"Pragpura SO","JAIPUR","RAJASTHAN",27.6068056,76.0885,81,30310*,MEDIUM
482010,"Richhai S.O","JABALPUR","MADHYA PRADESH",23.2371389,79.9757222,81,4820*,MEDIUM
284123,"Barh SO Lalitpur","LALITPUR","UTTAR PRADESH",24.6923056,78.4200556,81,28412*,MEDIUM
670327,"Edat SO","KANNUR","KERALA",12.041767,75.356861,81,6703*,MEDIUM
670310,"Ezhimala Naval Academy SO","KANNUR","KERALA",12.041767,75.356861,81,6703*,MEDIUM
431724,"Wai Bazar SO","NANDED","MAHARASHTRA",19.843183,78.033878,81,43172*,MEDIUM
284125,"Lakeviewcamp SO","LALITPUR","UTTAR PRADESH",24.6923056,78.4200556,81,28412*,MEDIUM
125104,"Mandi Dabwali SO","SIRSA","HARYANA",29.9591389,74.6981111,81,12510*,MEDIUM
683573,"Angamally South SO","ERNAKULAM","KERALA",10.177185,76.377443,80,68357*,MEDIUM
487337,"Sagoni Tendukheda S.O","NARSINGHPUR","MADHYA PRADESH",23.39,79.53,80,487*,MEDIUM
335707,"Gharsana S.O","GANGANAGAR","RAJASTHAN",29.903523,73.879739,80,33570*,MEDIUM
516214,"Chinnamandem S.O","Y.S.R.","ANDHRA PRADESH",13.9411944,78.6786389,80,51621*,MEDIUM
516110,"Peddarachapalli S.O","Y.S.R.","ANDHRA PRADESH",14.0895278,79.3135,80,5161*,MEDIUM
689612,"Ayroor North SO","PATHANAMTHITTA","KERALA",9.362243,76.729734,80,68961*,MEDIUM
454775,"Pithampur S.O","DHAR","MADHYA PRADESH",22.6173056,75.6865278,80,45477*,MEDIUM
843335,"B Jagdish SO","SHEOHAR","BIHAR",26.73065,85.3101,80,84333*,MEDIUM
689611,"Ayroor South SO","PATHANAMTHITTA","KERALA",9.362243,76.729734,80,68961*,MEDIUM
686123,"Thidanad SO","KOTTAYAM","KERALA",9.659071,76.778536,80,6861*,MEDIUM
581359,"Yellapur S.O","UTTARA KANNADA","KARNATAKA",14.963,74.71483333,79,58135*,MEDIUM
515271,"Gudibanda S.O (Ananthapur)","Sri Sathya Sai","ANDHRA PRADESH",14.6756,77.586,79,5152*,MEDIUM
689613,"Theodical SO","PATHANAMTHITTA","KERALA",9.389509,76.731617,79,68961*,MEDIUM
764048,"Malkangiri Colony S.O","MALKANGIRI","ODISHA",18.752587,82.4343875,79,76404*,MEDIUM
680565,"Peringottukara SO","THRISSUR","KERALA",10.8761944,75.7173056,79,68056*,MEDIUM
303106,"PaotaJaipur SO","JAIPUR","RAJASTHAN",27.5860833,76.0740278,79,30310*,MEDIUM
799156,"Hrishyamukh S.O","South Tripura","TRIPURA",23.5408333,91.49175,78,7991*,MEDIUM
825415,"NTPC North Karanpura SO","CHATRA","JHARKHAND",23.8466,85.0239,78,82541*,MEDIUM
799120,"Radhakishorepur H.O","Gomati","TRIPURA",23.54083333,91.49175,78,7991*,MEDIUM
335711,"Mandi Gharsana S.O","GANGANAGAR","RAJASTHAN",29.903523,73.879739,78,3357*,MEDIUM
799157,"Anandapur S.O (South Tripura)","South Tripura","TRIPURA",23.5408333,91.49175,78,7991*,MEDIUM
799150,"Rajnagar S.O (South Tripura)","South Tripura","TRIPURA",23.5408333,91.49175,78,7991*,MEDIUM
845404,"Balua Thori Bazar BO","PASHCHIM CHAMPARAN","BIHAR",27.1544172,84.4303959,78,84540*,MEDIUM
799125,"Garjee S.O","Gomati","TRIPURA",23.5408333,91.49175,78,7991*,MEDIUM
682558,"Kiltan S.O","LAKSHADWEEP DISTRICT","LAKSHADWEEP",11.486575,73.0065,78,68255*,MEDIUM
222101,"Belwai S.O","NA","NA",26.17730556,82.68125,78,22210*,MEDIUM
799101,"Amarpur S.O (South Tripura)","Gomati","TRIPURA",23.5408333,91.49175,78,7991*,MEDIUM
799142,"Muhuripur S.O","South Tripura","TRIPURA",23.5408333,91.49175,78,7991*,MEDIUM
686122,"Aruvithura SO","KOTTAYAM","KERALA",9.685411,76.779307,77,6861*,MEDIUM
122999,"NDC GURGAON","NA","NA",28.496716,77.08547,77,122*,MEDIUM
122998,"NDC DLF QE Complex","NA","NA",28.4660573344,77.1056478085,77,122*,MEDIUM
490022,"S A F Lines Bhilai SO","DURG","CHHATTISGARH",21.905665,81.605819,77,49002*,MEDIUM
480003,"CHANDANGAON SO","CHHINDWARA","MADHYA PRADESH",22.0533889,78.9378611,77,48000*,MEDIUM
571448,"Balagangadaranathnagar S.O","MANDYA","KARNATAKA",12.96,76.73,77,57144*,MEDIUM
249206,"Chiddarwala SO","DEHRADUN","UTTARAKHAND",30.79,78.018,77,24920*,MEDIUM
125201,"Kalanwali SO","SIRSA","HARYANA",29.82675,74.9754167,77,125*,MEDIUM
682553,"Agathi S.O","LAKSHADWEEP DISTRICT","LAKSHADWEEP",10.864102,72.198152,76,68255*,MEDIUM
125078,"Baragudha SO","SIRSA","HARYANA",29.6993611,75.0066389,76,1250*,MEDIUM
516130,"T. Sundupalli S.O","Y.S.R.","ANDHRA PRADESH",13.9816,78.9147,76,5161*,MEDIUM
799114,"Gakulpur S.O","Gomati","TRIPURA",23.546582,91.47523,76,7991*,MEDIUM
583275,"Vidyanagar S.O(Ballari)","BALLARI","KARNATAKA",15.1731921,76.6287065,76,58327*,MEDIUM
825421,"Koderma Thermal Power Station SO","KODERMA","JHARKHAND",24.2747,85.7935,76,8254*,MEDIUM
799143,"Manubazar S.O","South Tripura","TRIPURA",23.0423,91.3854,76,7991*,MEDIUM
442920,"Bhisi S.O","CHANDRAPUR","MAHARASHTRA",20.6323,79.4,75,4429*,MEDIUM
795121,"PARBUNG SO","IMPHAL WEST","MANIPUR",24.25663,93.108853,75,79512*,MEDIUM
571457,"Tibetan Settlement S.O","CHAMARAJANAGARA","KARNATAKA",11.87758333,77.26088889,75,5714*,MEDIUM
480996,"Ugli S.O","SEONI","MADHYA PRADESH",22.0882,79.5518,74,480*,MEDIUM
509328,"Kanha Shanti Vanam NDSO","RANGA REDDY","TELANGANA",17.4817,78.4096,74,50932*,MEDIUM
799155,"Beloniya S.O","South Tripura","TRIPURA",23.25177778,91.45577778,74,7991*,MEDIUM
673635,"Calicut University SO","MALAPPURAM","KERALA",11.13271,75.894697,74,67363*,MEDIUM
487881,"Sali Choka Road S.O","NARSINGHPUR","MADHYA PRADESH",22.832192,79.6748981,74,487*,MEDIUM
783123,"Dhupdhara S.O","GOALPARA","ASSAM",25.5746,91.0017,74,78312*,MEDIUM
516104,"Chitvel S.O","Y.S.R.","ANDHRA PRADESH",14.1718889,79.3308611,74,5161*,MEDIUM
518464,"Kodumur S.O","KURNOOL","ANDHRA PRADESH",15.11316667,77.1185,74,51846*,MEDIUM
799113,"Tepania S.O","Gomati","TRIPURA",23.555724,91.451206,74,7991*,MEDIUM
222205,"SULTANPUR SO","JAUNPUR","UTTAR PRADESH",25.46186,82.63682,74,22220*,MEDIUM
480991,"Khairapalari S.O","SEONI","MADHYA PRADESH",22.088,79.5518,74,480*,MEDIUM
799130,"Sekerkote S.O","West Tripura","TRIPURA",23.82975,91.2788333,73,7991*,MEDIUM
759102,"Deulbera Colliery S.O","ANUGUL","ODISHA",20.806221,84.45798,73,75910*,MEDIUM
571187,"Kanagal S.O","MYSURU","KARNATAKA",12.56208333,76.02316667,73,5711*,MEDIUM
480661,"Seoni H.O","SEONI","MADHYA PRADESH",22.0984167,79.5494444,73,480*,MEDIUM
799153,"Radhanagar S.O (West Tripura)","South Tripura","TRIPURA",23.82975,91.2788333,73,7991*,MEDIUM
323303,"Anushakti S.O","CHITTORGARH","RAJASTHAN",24.7274722,74.3231111,73,32330*,MEDIUM
480881,"Khawasa S.O (Seoni)","SEONI","MADHYA PRADESH",22.0984167,79.5494444,73,480*,MEDIUM
799212,"Sidhai S.O","West Tripura","TRIPURA",23.82975,91.2788333,72,7992*,MEDIUM
600096,"Perungudi S.O","CHENNAI","TAMIL NADU",12.9676944,80.2449444,72,60009*,MEDIUM
413707,"Puntamba S.O","AHMEDNAGAR","MAHARASHTRA",19.7683469660754,74.61868959536298,72,41370*,MEDIUM
440005,"Nagpur Airport S.O","NAGPUR","MAHARASHTRA",21.85258333,79.05369444,72,44000*,MEDIUM
518411,"Konidela S.O","Nandyal","ANDHRA PRADESH",15.92738889,77.28813889,72,5184*,MEDIUM
765021,"Ambadola S.O","RAYAGADA","ODISHA",19.8368358,83.4537834,72,76502*,MEDIUM
416551,"Nool S.O","KOLHAPUR","MAHARASHTRA",16.2127946,74.4300353,72,4165*,MEDIUM
799211,"Mohanpur S.O (West Tripura)","West Tripura","TRIPURA",23.82975,91.2788333,72,7992*,MEDIUM
713370,"Ningha SO","PASCHIM BARDHAMAN","WEST BENGAL",23.887533,87.732934,71,71337*,MEDIUM
516107,"Pullampet S.O","Y.S.R.","ANDHRA PRADESH",14.1238333,79.2084167,71,5161*,MEDIUM
793121,"Mawphlang S.O","EAST KHASI HILLS","MEGHALAYA",25.5739167,91.8848611,71,79312*,MEDIUM
585329,"Hoodgi S.O","BIDAR","KARNATAKA",17.76205556,77.17922222,71,58532*,MEDIUM
581212,"Tadas S.O","HAVERI","KARNATAKA",15.1286971,75.126582,71,58121*,MEDIUM
581396,"Kadra S.O","UTTARA KANNADA","KARNATAKA",14.9165695,74.3489515,71,5813*,MEDIUM
794116,"HALLIDAYGANJ SO","NA","NA",25.7307359884,89.8968546857,71,79411*,MEDIUM
571190,"SERA THEKCHENLING","MYSURU","KARNATAKA",12.41686,75.95246,71,5711*,MEDIUM
284305,"Parichha Thermal Power Project SO","JHANSI","UTTAR PRADESH",25.3043,78.4454,71,28430*,MEDIUM
232114,"Chahania S.O.","VARANASI","UTTAR PRADESH",25.31877,83.01285,71,23211*,MEDIUM
125103,"Goriwala SO","SIRSA","HARYANA",29.78325,74.7477222,71,12510*,MEDIUM
480880,"Korai S.O","SEONI","MADHYA PRADESH",22.9734,78.6568,70,480*,MEDIUM
766110,"Narla Road S.O","KALAHANDI","ODISHA",20.0435935,83.3738871,70,76611*,MEDIUM
421502,"O.E.Ambernath S.O","THANE","MAHARASHTRA",19.2148611,73.1837222,70,42150*,MEDIUM
799260,"Panisagar S.O","North Tripura","TRIPURA",24.151,92.857,70,79926*,MEDIUM
833223,"Meghahatuburu SO","WEST SINGHBHUM","JHARKHAND",22.10796,85.28954,70,83322*,MEDIUM
480886,"Lakhnadon S.O","SEONI","MADHYA PRADESH",22.9734,78.6568,70,480*,MEDIUM
721463,"Digha New Township SO","MEDINIPUR EAST","WEST BENGAL",21.621445,87.507221,70,72146*,MEDIUM
711304,"Banipur SO Howrah","HOWRAH","WEST BENGAL",22.5816944,88.3371944,70,71130*,MEDIUM
711306,"Kulgachia SO","HOWRAH","WEST BENGAL",22.5816944,88.3371944,70,71130*,MEDIUM
766100,"Narla S.O","KALAHANDI","ODISHA",20.0578539,83.3824072,70,76610*,MEDIUM
711308,"Chengail SO","HOWRAH","WEST BENGAL",22.5816944,88.3371944,70,71130*,MEDIUM
757054,"Bahalda Rd RS S.O","MAYURBHANJ","ODISHA",22.33385,86.0927,70,75705*,MEDIUM
227817,"Jagdishpur Industrial Area SO","Amethi","UTTAR PRADESH",26.4796667,81.5690833,70,22781*,MEDIUM
670503,"Kannur Government Medical College SO","KANNUR","KERALA",12.070681,75.293461,69,67050*,MEDIUM
421506,"Additional Ambernath S.O","THANE","MAHARASHTRA",19.1881944,73.1914444,69,42150*,MEDIUM
571811,"Chunchanahalli S.O","MANDYA","KARNATAKA",13.02,76.74,69,571*,MEDIUM
600093,"Saligramam S.O","CHENNAI","TAMIL NADU",13.0425556,80.2063889,69,60009*,MEDIUM
181134,"AIIMS Vijaypur","JAMMU","JAMMU AND KASHMIR",32.564468,75.0356005,69,18113*,MEDIUM
629102,"Kodayarkilthangal S.O","KANNIYAKUMARI","TAMIL NADU",8.5160556,77.3161111,69,6291*,MEDIUM
470124,"Bina BPCL Refinery S.O","SAGAR","MADHYA PRADESH",24.220595,78.15099,68,47012*,MEDIUM
415614,"Jaigad S.O","RATNAGIRI","MAHARASHTRA",17.294072,73.219234,68,41561*,MEDIUM
134114,"Mansa  Devi Sec 5 S.O","PANCHKULA","HARYANA",30.7212222,76.8525833,68,13411*,MEDIUM
585446,"Dadgi SO","BIDAR","KARNATAKA",18.0451,77.2284,68,5854*,MEDIUM
509207,"Kondurgu S.O","RANGA REDDY","TELANGANA",17.0975278,78.0379722,68,50920*,MEDIUM
786622,"Namrup Thermal Power Station S.O","DIBRUGARH","ASSAM",27.2827,94.5612,68,78662*,MEDIUM
757093,"Joka S.O (Mayurbhanj)","MAYURBHANJ","ODISHA",21.9380556,86.7261111,68,75709*,MEDIUM
643233,"Pandalur S.O","THE NILGIRIS","TAMIL NADU",11.4,76.1,68,64323*,MEDIUM
854305,"Khuskibagh SO","PURNIA","BIHAR",25.780732,87.51238,68,85430*,MEDIUM
600092,"Virugambakkam S.O","CHENNAI","TAMIL NADU",13.05025,80.1943611,68,60009*,MEDIUM
416526,"Koulage S.O","KOLHAPUR","MAHARASHTRA",16.1829848,74.2846565,67,41652*,MEDIUM
825405,"Barhi SO Hazaribag","HAZARIBAGH","JHARKHAND",23.9926667,85.366,67,82540*,MEDIUM
342310,"Nokh SO","JAISALMER","RAJASTHAN",27.563571,72.255207,67,34231*,MEDIUM
571439,"Hanur S.O","CHAMARAJANAGARA","KARNATAKA",12.08980556,77.30216667,67,57143*,MEDIUM
415213,"Chimbhave SO","RAIGAD","MAHARASHTRA",18.0432403,73.2940052,67,41521*,MEDIUM
345027,"Fatehgarh SO","JAISALMER","RAJASTHAN",26.496124,71.20421,67,34502*,MEDIUM
509325,"Palmakole S.O","RANGA REDDY","TELANGANA",17.1374167,78.3199167,67,50932*,MEDIUM
233233,"Khardiha SO","GHAZIPUR","UTTAR PRADESH",25.6489722,83.8842222,67,2332*,MEDIUM
507111,"Bhadrachalam H.O","BHADRADRI KOTHAGUDEM","TELANGANA",17.6666389,80.8870833,67,50711*,MEDIUM
480882,"Bandol S.O","SEONI","MADHYA PRADESH",22.2233,79.5364,67,480*,MEDIUM
757042,"Gorumahisani S.O","MAYURBHANJ","ODISHA",22.33538,86.2729,67,75704*,MEDIUM
741139,"Dhubulia SO","NADIA","WEST BENGAL",23.482057,88.448756,67,74113*,MEDIUM
521231,"JNNURM Colony S.O","NTR","ANDHRA PRADESH",16.31,80.39,66,52123*,MEDIUM
854302,"Purnea City SO","PURNIA","BIHAR",25.77748,87.495059,66,85430*,MEDIUM
303003,"Med SO","JAIPUR","RAJASTHAN",27.4328056,76.2370556,66,30300*,MEDIUM
400193,"NDC Chakala MIDC","NA","NA",19.658886,72.515018556,66,4001*,MEDIUM
509357,"Midjil S.O","MAHABUBNAGAR","TELANGANA",16.7434167,78.3229167,66,50935*,MEDIUM
851121,"Barkhunt S.O","BEGUSARAI","BIHAR",25.35217,85.472256,66,85112*,MEDIUM
342301,"Phalodi SO","JODHPUR","RAJASTHAN",27.1236111,72.3769444,66,34230*,MEDIUM
249136,"Gangotri Seasonal SO","UTTAR KASHI","UTTARAKHAND",30.9947,78.9398,65,24913*,MEDIUM
516267,"Galiveedu S.O","Y.S.R.","ANDHRA PRADESH",14.0213333,78.5467778,65,5162*,MEDIUM
341301,"Bari Khatu S.O","NAGAUR","RAJASTHAN",27.639,73.9915,65,34130*,MEDIUM
122508,"Punhana SO","NUH","HARYANA",27.8635,77.2030833,65,12250*,MEDIUM
783136,"Hatsingimari  S.O","SOUTH SALMARA MANCACHAR","ASSAM",25.431379,89.54179,65,78313*,MEDIUM
571807,"Kirangoor S.O","MANDYA","KARNATAKA",12.43,76.7,65,571*,MEDIUM
341030,"Tarnau S.O","NAGAUR","RAJASTHAN",27.1414444,74.12625,64,34103*,MEDIUM
171223,"Arhal SO","SHIMLA","HIMACHAL PRADESH",31.2086944,77.7001111,64,17122*,MEDIUM
342308,"Khichan SO","JODHPUR","RAJASTHAN",27.1343889,72.4146111,64,34230*,MEDIUM
509202,"Balanagar S.O","MAHABUBNAGAR","TELANGANA",16.9491389,78.1829722,64,50920*,MEDIUM
134117,"Sector 20 Panchkula S.O","PANCHKULA","HARYANA",30.6691944,76.8578611,64,13411*,MEDIUM
480887,"Adegaon S.O","SEONI","MADHYA PRADESH",22.6163,79.47,63,480*,MEDIUM
413625,"Itkur S.O","OSMANABAD","MAHARASHTRA",18.561451,75.912161,63,41362*,MEDIUM
799102,"Bishalgarh S.O","Sepahijala","TRIPURA",23.67402778,91.28225,63,7991*,MEDIUM
799210,"Kamalghat S.O","West Tripura","TRIPURA",23.929796,91.336714,63,7992*,MEDIUM
757046,"Bahalda S.O","MAYURBHANJ","ODISHA",22.19186,86.1104,63,75704*,MEDIUM
760011,"AMBAPUA SO","GANJAM","ODISHA",19.865671,84.649809,63,7600*,MEDIUM
583215,"Hampi Power House S.O","VIJAYNAGAR","KARNATAKA",15.3101099,76.4947268,63,58321*,MEDIUM
509209,"Nagarkurnool S.O","NAGARKURNOOL","TELANGANA",16.4854722,78.3159444,63,50920*,MEDIUM
518442,"Pamulapadu S.O","Nandyal","ANDHRA PRADESH",15.83913889,78.49272222,63,5184*,MEDIUM
140407,"Fatehgarh Sahib SO","FATEHGARH SAHIB","PUNJAB",30.648067,76.392631,62,14040*,MEDIUM
284136,"Matatila SO","LALITPUR","UTTAR PRADESH",25.0344,78.2304,62,2841*,MEDIUM
